"","X","subj_idx","session","rt","valence","task","response","correct","ctl_type","task_n","correct_n","valence_n","session_n","task_switch","treatment_cond","val_ctr","sess_ctr","ts_ctr"
"5561",5561,57,"Pre",1.09113,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5562",5562,57,"Pre",1.13436,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5563",5563,57,"Pre",1.17965,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5564",5564,57,"Pre",1.84947,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5565",5565,57,"Pre",1.59982,"negative","self",1,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5566",5566,57,"Pre",1.16494,"negative","self",1,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5567",5567,57,"Pre",1.045,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5568",5568,57,"Pre",1.45464,"negative","self",1,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5569",5569,57,"Pre",1.03823,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5570",5570,57,"Pre",2.00827,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5571",5571,57,"Pre",1.99436,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5572",5572,57,"Pre",1.96028,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5573",5573,57,"Pre",1.06688,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5574",5574,57,"Pre",2.02791,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5575",5575,57,"Pre",1.40381,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5576",5576,57,"Pre",1.70985,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5577",5577,57,"Pre",0.99037,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5578",5578,57,"Post",1.5572,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5579",5579,57,"Post",0.94199,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5580",5580,57,"Post",1.45573,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5581",5581,57,"Post",2.61264,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5582",5582,57,"Post",2.13873,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5583",5583,57,"Post",1.16886,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5584",5584,57,"Post",1.51854,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5585",5585,57,"Post",1.83986,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5586",5586,57,"Post",1.25734,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5587",5587,57,"Post",2.72067,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5588",5588,57,"Post",1.0911,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5589",5589,57,"Post",2.1187,"negative","self",1,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5590",5590,57,"Post",2.08313,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5591",5591,57,"Post",1.17047,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5592",5592,57,"Post",1.43052,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5593",5593,57,"Post",1.3264,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5594",5594,57,"Post",1.17228,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5595",5595,57,"Post",1.25907,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5596",5596,57,"Post",1.81521,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5597",5597,57,"Post",1.42365,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5598",5598,57,"Post",1.13436,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5599",5599,57,"Post",1.14543,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5600",5600,57,"Post",1.11578,"positive","self",0,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5601",5601,57,"Post",2.57839,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5602",5602,57,"Post",1.58737,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5603",5603,57,"Post",1.06815,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5604",5604,57,"Post",1.71085,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5605",5605,57,"Post",2.00916,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5606",5606,57,"Post",1.31161,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5607",5607,57,"Post",1.19698,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5608",5608,57,"Post",1.53866,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5609",5609,57,"Post",1.38539,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5610",5610,57,"Post",1.35533,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5611",5611,57,"Post",0.97829,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5612",5612,57,"Post",0.76856,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5613",5613,57,"Post",1.28333,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5614",5614,57,"Post",1.39945,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5615",5615,57,"Post",1.32929,"negative","self",1,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5616",5616,57,"Post",0.92532,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5617",5617,57,"Post",1.50062,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5618",5618,57,"Post",1.13563,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5619",5619,57,"Post",1.33231,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5620",5620,57,"Post",1.89325,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5621",5621,57,"Post",1.1144,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5622",5622,57,"Post",1.13479,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5623",5623,57,"Post",1.32553,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5624",5624,57,"Post",1.43867,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5625",5625,57,"Post",1.96604,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5626",5626,57,"Post",1.87844,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5627",5627,57,"Post",1.0655,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5628",5628,57,"Post",0.87633,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5629",5629,57,"Post",0.92729,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5630",5630,57,"Post",1.6765,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5631",5631,57,"Post",1.06332,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5632",5632,57,"Post",1.50583,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5633",5633,57,"Post",1.18886,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5634",5634,57,"Post",1.60529,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5635",5635,57,"Post",1.43784,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5636",5636,58,"Pre",2.58071,"negative","self",1,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5637",5637,58,"Pre",1.58338,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5638",5638,58,"Pre",2.32909,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5639",5639,58,"Pre",1.07357,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5640",5640,58,"Pre",1.17407,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5641",5641,58,"Pre",1.60389,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5642",5642,58,"Pre",1.54628,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5643",5643,58,"Pre",1.95533,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5644",5644,58,"Pre",1.61825,"negative","self",0,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5645",5645,58,"Pre",0.75624,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5646",5646,58,"Pre",1.42193,"negative","self",1,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5647",5647,58,"Pre",1.93362,"positive","self",0,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5648",5648,58,"Pre",0.97216,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5649",5649,58,"Pre",2.08263,"negative","self",1,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5650",5650,58,"Pre",2.42986,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5651",5651,58,"Pre",0.9665,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5652",5652,58,"Pre",2.60711,"positive","self",0,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5653",5653,58,"Pre",2.1689,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5654",5654,58,"Pre",1.70398,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5655",5655,58,"Pre",1.35301,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5656",5656,58,"Pre",2.38476,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5657",5657,58,"Pre",1.71042,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5658",5658,58,"Pre",2.62113,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5659",5659,58,"Pre",1.82255,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5660",5660,58,"Pre",1.04254,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5661",5661,58,"Pre",1.13323,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5662",5662,58,"Pre",1.88553,"negative","self",1,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5663",5663,58,"Pre",1.53196,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5664",5664,58,"Pre",1.32374,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5665",5665,58,"Pre",2.39023,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5666",5666,58,"Pre",1.33641,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5667",5667,58,"Pre",2.6158,"negative","self",1,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5668",5668,58,"Pre",2.18559,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5669",5669,58,"Pre",1.66002,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5670",5670,58,"Pre",1.37644,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5671",5671,58,"Pre",1.21747,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5672",5672,58,"Pre",2.6348,"positive","self",0,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5673",5673,58,"Pre",1.20315,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5674",5674,58,"Pre",1.37786,"negative","self",0,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5675",5675,58,"Pre",2.01607,"negative","self",1,NA,"upper",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5676",5676,58,"Pre",1.13622,"negative","self",0,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5677",5677,58,"Pre",2.31689,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5678",5678,58,"Pre",2.75434,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5679",5679,58,"Pre",1.6581,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5680",5680,58,"Pre",2.83486,"negative","self",0,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5681",5681,58,"Pre",1.64621,"negative","self",1,NA,"lower",1,NA,0,0,1,"FA",-0.994331965369061,-1.00413229504297,0.98357300917663
"5682",5682,58,"Pre",2.28208,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5683",5683,58,"Pre",0.76563,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5684",5684,58,"Pre",2.26324,"negative","self",0,NA,"upper",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5685",5685,58,"Pre",1.66461,"positive","self",0,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5686",5686,58,"Pre",2.33886,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5687",5687,58,"Pre",0.97278,"positive","self",1,NA,"upper",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
"5688",5688,58,"Pre",1.22046,"positive","self",1,NA,"lower",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5689",5689,58,"Pre",1.1495,"negative","self",0,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5690",5690,58,"Pre",1.8801,"negative","self",1,NA,"lower",1,NA,0,0,0,"FA",-0.994331965369061,-1.00413229504297,-1.01665601791684
"5691",5691,58,"Post",2.84639,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5692",5692,58,"Post",1.5927,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5693",5693,58,"Post",1.30168,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5694",5694,58,"Post",1.47687,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5695",5695,58,"Post",0.95049,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5696",5696,58,"Post",2.49404,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5697",5697,58,"Post",2.26746,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5698",5698,58,"Post",1.06237,"positive","self",0,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5699",5699,58,"Post",1.58185,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5700",5700,58,"Post",1.25941,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5701",5701,58,"Post",1.36485,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5702",5702,58,"Post",2.43181,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5703",5703,58,"Post",2.84785,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5704",5704,58,"Post",1.70926,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5705",5705,58,"Post",1.47692,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5706",5706,58,"Post",1.41378,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5707",5707,58,"Post",1.36189,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5708",5708,58,"Post",1.56418,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5709",5709,58,"Post",1.95335,"negative","self",1,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5710",5710,58,"Post",1.67124,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5711",5711,58,"Post",1.12552,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5712",5712,58,"Post",1.22438,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5713",5713,58,"Post",2.09173,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5714",5714,58,"Post",2.13179,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5715",5715,58,"Post",1.34089,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5716",5716,58,"Post",1.87123,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5717",5717,58,"Post",1.24857,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5718",5718,58,"Post",1.33122,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5719",5719,58,"Post",1.20019,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5720",5720,58,"Post",1.22299,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5721",5721,58,"Post",1.09203,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5722",5722,58,"Post",1.77905,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5723",5723,58,"Post",1.51653,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5724",5724,58,"Post",1.6227,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5725",5725,58,"Post",1.33739,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5726",5726,58,"Post",2.10233,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5727",5727,58,"Post",1.96937,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5728",5728,58,"Post",1.76545,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5729",5729,58,"Post",1.77875,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5730",5730,58,"Post",1.08009,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5731",5731,58,"Post",1.12675,"positive","self",1,NA,"upper",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5732",5732,58,"Post",1.48151,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5733",5733,58,"Post",1.7354,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5734",5734,58,"Post",1.92963,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5735",5735,58,"Post",1.43836,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5736",5736,58,"Post",2.02668,"negative","self",0,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5737",5737,58,"Post",2.06677,"positive","self",1,NA,"upper",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5738",5738,58,"Post",1.48938,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5739",5739,58,"Post",1.69095,"negative","self",0,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5740",5740,58,"Post",1.11632,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5741",5741,58,"Post",1.46826,"positive","self",1,NA,"lower",1,NA,1,1,1,"FA",1.00565550909233,0.995840312851615,0.98357300917663
"5742",5742,58,"Post",2.56234,"positive","self",1,NA,"lower",1,NA,1,1,0,"FA",1.00565550909233,0.995840312851615,-1.01665601791684
"5743",5743,58,"Post",1.17558,"negative","self",0,NA,"lower",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5744",5744,58,"Post",1.97169,"negative","self",0,NA,"upper",1,NA,0,1,0,"FA",-0.994331965369061,0.995840312851615,-1.01665601791684
"5745",5745,58,"Post",1.98314,"negative","self",1,NA,"lower",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5746",5746,58,"Post",1.26755,"negative","self",1,NA,"upper",1,NA,0,1,1,"FA",-0.994331965369061,0.995840312851615,0.98357300917663
"5747",5747,59,"Pre",1.69813,"positive","self",1,NA,"upper",1,NA,1,0,1,"FA",1.00565550909233,-1.00413229504297,0.98357300917663
"5748",5748,59,"Pre",1.77151,"positive","self",1,NA,"lower",1,NA,1,0,0,"FA",1.00565550909233,-1.00413229504297,-1.01665601791684
