"","X","subj_idx","session","rt","valence","task","response","correct","ctl_type","task_n","correct_n","valence_n","session_n","task_switch","treatment_cond","val_ctr","sess_ctr","ts_ctr"
"1",1,1,"Pre",1.6439,"positive","self",0,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"2",2,1,"Pre",1.34681,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"3",3,1,"Pre",0.89679,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"4",4,1,"Pre",1.11186,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"5",5,1,"Pre",2.09533,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"6",6,1,"Pre",1.99622,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"7",7,1,"Pre",2.12707,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"8",8,1,"Pre",1.72403,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"9",9,1,"Pre",1.93999,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"10",10,1,"Pre",2.89919,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"11",11,1,"Pre",2.20245,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"12",12,1,"Pre",2.11262,"negative","self",1,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"13",13,1,"Pre",1.85156,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"14",14,1,"Pre",0.99818,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"15",15,1,"Pre",2.1338,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"16",16,1,"Pre",1.04969,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"17",17,1,"Pre",1.78869,"positive","self",0,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"18",18,1,"Pre",1.34515,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"19",19,1,"Pre",1.46789,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"20",20,1,"Pre",2.15015,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"21",21,1,"Pre",1.52842,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"22",22,1,"Pre",1.15517,"negative","self",1,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"23",23,1,"Pre",1.12348,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"24",24,1,"Pre",1.5722,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"25",25,1,"Pre",1.32103,"negative","self",1,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"26",26,1,"Pre",1.45537,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"27",27,1,"Pre",1.3595,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"28",28,1,"Pre",1.26371,"negative","self",1,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"29",29,1,"Pre",2.08195,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"30",30,1,"Pre",1.78696,"negative","self",1,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"31",31,1,"Pre",1.09671,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"32",32,1,"Pre",2.94762,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"33",33,1,"Pre",1.60246,"positive","self",0,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"34",34,1,"Pre",1.57872,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"35",35,1,"Pre",1.71253,"negative","self",1,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"36",36,1,"Pre",1.97744,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"37",37,1,"Pre",1.37446,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"38",38,1,"Pre",2.50579,"positive","self",0,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"39",39,1,"Pre",1.20943,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"40",40,1,"Pre",1.06945,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"41",41,1,"Pre",1.47118,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"42",42,1,"Pre",1.41227,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"43",43,1,"Pre",2.39257,"positive","self",0,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"44",44,1,"Pre",1.85072,"negative","self",1,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"45",45,1,"Pre",1.8905,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"46",46,1,"Pre",1.5504,"positive","self",0,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"47",47,1,"Pre",1.87002,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"48",48,1,"Pre",2.1105,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"49",49,1,"Pre",1.97673,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"50",50,1,"Pre",1.48919,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"51",51,1,"Pre",1.57613,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"52",52,1,"Pre",1.78485,"negative","self",1,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"53",53,1,"Pre",0.96268,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"54",54,1,"Pre",1.13526,"positive","self",0,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"55",55,1,"Pre",1.7711,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"56",56,1,"Pre",1.06158,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"57",57,1,"Post",1.46961,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"58",58,1,"Post",2.14556,"negative","self",1,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"59",59,1,"Post",1.28425,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"60",60,1,"Post",1.06462,"negative","self",1,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"61",61,1,"Post",1.4315,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"62",62,1,"Post",1.44078,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"63",63,1,"Post",1.28101,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"64",64,1,"Post",0.9379,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"65",65,1,"Post",1.02273,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"66",66,1,"Post",1.83196,"negative","self",1,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"67",67,1,"Post",0.88046,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"68",68,1,"Post",1.4486,"negative","self",1,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"69",69,1,"Post",1.58579,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"70",70,1,"Post",1.00862,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"71",71,1,"Post",1.06162,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"72",72,1,"Post",1.25016,"negative","self",1,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"73",73,1,"Post",0.9625,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"74",74,1,"Post",1.32188,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"75",75,1,"Post",2.83546,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"76",76,1,"Post",1.97986,"negative","self",1,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"77",77,1,"Post",0.99384,"negative","self",1,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"78",78,1,"Post",1.89716,"positive","self",0,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"79",79,1,"Post",1.8823,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"80",80,1,"Post",1.08207,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"81",81,1,"Post",1.17851,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"82",82,1,"Post",1.52669,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"83",83,1,"Post",1.77048,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"84",84,1,"Post",1.15697,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"85",85,1,"Post",1.32275,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"86",86,1,"Post",1.52712,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"87",87,1,"Post",1.3885,"negative","self",1,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"88",88,1,"Post",2.23404,"negative","self",1,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"89",89,1,"Post",2.35114,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"90",90,1,"Post",1.11335,"negative","self",1,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"91",91,1,"Post",0.97973,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"92",92,1,"Post",1.39448,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"93",93,1,"Post",1.03291,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"94",94,1,"Post",1.16506,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"95",95,1,"Post",1.09937,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"96",96,1,"Post",1.35866,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"97",97,1,"Post",2.13259,"negative","self",1,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"98",98,1,"Post",1.83339,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"99",99,1,"Post",1.15683,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"100",100,1,"Post",1.50388,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"101",101,1,"Post",1.48513,"negative","self",1,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"102",102,1,"Post",1.26878,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"103",103,1,"Post",1.06281,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"104",104,1,"Post",1.08924,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"105",105,1,"Post",1.77757,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"106",106,1,"Post",1.60337,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"107",107,1,"Post",1.25959,"negative","self",0,NA,"upper",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"108",108,1,"Post",0.94967,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"109",109,1,"Post",0.97411,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"110",110,1,"Post",1.03082,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"111",111,1,"Post",2.69311,"negative","self",1,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"112",112,1,"Post",1.03114,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"113",113,1,"Post",1.73433,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"114",114,2,"Pre",2.11002,"negative","self",1,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"115",115,2,"Pre",2.25047,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"116",116,2,"Pre",1.5142,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"117",117,2,"Pre",1.35871,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"118",118,2,"Pre",1.58878,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"119",119,2,"Pre",1.75562,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"120",120,2,"Pre",1.5828,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"121",121,2,"Pre",2.31153,"negative","self",1,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"122",122,2,"Pre",2.32486,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"123",123,2,"Pre",2.28792,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"124",124,2,"Pre",2.16379,"positive","self",0,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"125",125,2,"Pre",1.60884,"positive","self",0,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"126",126,2,"Pre",2.50118,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"127",127,2,"Pre",1.67205,"positive","self",1,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"128",128,2,"Pre",2.09574,"positive","self",0,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"129",129,2,"Pre",2.71188,"negative","self",1,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"130",130,2,"Pre",2.0687,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"131",131,2,"Pre",1.50339,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"132",132,2,"Pre",1.12864,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"133",133,2,"Pre",1.4772,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"134",134,2,"Pre",0.95452,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"135",135,2,"Pre",1.33957,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"136",136,2,"Pre",2.22164,"negative","self",1,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"137",137,2,"Pre",2.59723,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"138",138,2,"Pre",1.02711,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"139",139,2,"Pre",1.81593,"positive","self",0,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"140",140,2,"Pre",1.68014,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"141",141,2,"Pre",1.38961,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"142",142,2,"Pre",2.20376,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"143",143,2,"Pre",2.16633,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"144",144,2,"Pre",2.73794,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"145",145,2,"Pre",2.00729,"positive","self",0,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"146",146,2,"Pre",1.46849,"positive","self",0,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"147",147,2,"Pre",1.31469,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"148",148,2,"Pre",1.12949,"negative","self",1,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"149",149,2,"Pre",1.50774,"negative","self",1,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"150",150,2,"Pre",2.09108,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"151",151,2,"Pre",1.29713,"negative","self",0,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"152",152,2,"Pre",1.44016,"positive","self",0,NA,"upper",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"153",153,2,"Pre",1.34773,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"154",154,2,"Pre",1.41452,"negative","self",0,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"155",155,2,"Pre",1.71802,"negative","self",1,NA,"lower",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"156",156,2,"Pre",1.69779,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"157",157,2,"Pre",1.12498,"positive","self",1,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"158",158,2,"Pre",1.22545,"negative","self",1,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"159",159,2,"Pre",1.50206,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"160",160,2,"Pre",1.19446,"negative","self",0,NA,"upper",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"161",161,2,"Pre",2.16016,"negative","self",0,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"162",162,2,"Pre",1.77574,"negative","self",1,NA,"upper",1,NA,0,0,0,"MBCT",-0.994331965369061,-1.00413229504297,-1.01665601791684
"163",163,2,"Pre",1.70576,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"164",164,2,"Pre",0.98076,"negative","self",1,NA,"lower",1,NA,0,0,1,"MBCT",-0.994331965369061,-1.00413229504297,0.98357300917663
"165",165,2,"Pre",2.21724,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"166",166,2,"Pre",0.89857,"positive","self",1,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"167",167,2,"Pre",2.70274,"positive","self",0,NA,"upper",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"168",168,2,"Pre",1.35853,"positive","self",0,NA,"lower",1,NA,1,0,0,"MBCT",1.00565550909233,-1.00413229504297,-1.01665601791684
"169",169,2,"Pre",1.78065,"positive","self",1,NA,"lower",1,NA,1,0,1,"MBCT",1.00565550909233,-1.00413229504297,0.98357300917663
"170",170,2,"Post",1.31257,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"171",171,2,"Post",1.64786,"negative","self",1,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"172",172,2,"Post",2.19871,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"173",173,2,"Post",1.48725,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"174",174,2,"Post",1.41444,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"175",175,2,"Post",0.90296,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"176",176,2,"Post",2.16849,"positive","self",0,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"177",177,2,"Post",1.64839,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"178",178,2,"Post",1.11882,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"179",179,2,"Post",2.12132,"negative","self",0,NA,"lower",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"180",180,2,"Post",2.33605,"positive","self",1,NA,"lower",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"181",181,2,"Post",1.46864,"negative","self",0,NA,"lower",1,NA,0,1,1,"MBCT",-0.994331965369061,0.995840312851615,0.98357300917663
"182",182,2,"Post",1.66429,"positive","self",1,NA,"lower",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"183",183,2,"Post",2.03966,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"184",184,2,"Post",1.35985,"negative","self",1,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
"185",185,2,"Post",1.21728,"positive","self",1,NA,"upper",1,NA,1,1,0,"MBCT",1.00565550909233,0.995840312851615,-1.01665601791684
"186",186,2,"Post",1.0567,"positive","self",1,NA,"upper",1,NA,1,1,1,"MBCT",1.00565550909233,0.995840312851615,0.98357300917663
"187",187,2,"Post",1.19237,"negative","self",0,NA,"upper",1,NA,0,1,0,"MBCT",-0.994331965369061,0.995840312851615,-1.01665601791684
