"","ID","a_","t_","z_","v_Intercept_","v_val_ctr_","v_sess_ctr_","v_val_ctr.sess_ctr_"
"1",1,1.71689789244719,0.959704889507547,0.222240075860906,0.394713803064616,0.721903257100863,-0.00510579184426121,0.322971781719389
"2",2,1.81422851394445,0.931131896780318,0.140556500507378,-0.0602891207019008,0.591521051719849,-0.0291992609292809,0.168880130763757
"3",3,1.48893626870684,0.844224127318867,0.115697790861171,-0.0163328930207893,1.2351597071105,-0.0311976726733138,-0.0531737231080489
"4",4,1.66136790007715,0.714573804069691,0.184080219886336,0.0773755553229348,2.20740672729547,-0.0293521171556562,0.44473392955604
"5",6,1.77036849464088,1.12476677668798,0.141760206197876,-0.185354418372021,1.23494948673037,-0.0309287978754452,0.0863686564286755
"6",7,1.98488894044147,0.88411996991415,0.111796095656888,-0.0470281338506383,0.83158218220885,-0.0102761695484054,0.621042110981593
"7",8,2.00199925654795,0.786454436174561,0.154167203990091,0.0268920345825278,0.905815386590564,-0.0308581144268172,0.444814683045099
"8",9,1.64093178278346,0.848969775502948,0.225153548406408,0.405938104971627,1.03903472591905,-0.0289325798404902,0.0656079755997196
"9",10,2.10749117624843,0.969392252556388,0.183816299374516,0.195374683732603,1.13120588516005,-0.0118098529392041,0.308863870030067
"10",11,1.89718881719513,0.908781037049672,0.101614643556411,-0.0963062462310106,1.87285105781714,-0.0299149100968488,-0.064458855287055
"11",12,1.97583502272877,0.853027075575148,0.206923514136351,-0.0677755674468058,1.25943388298356,-0.0297474294567932,-0.0182159502342528
"12",14,2.1962928500356,0.928074956454981,0.138097165483176,-0.0931486263954967,1.40017228787142,-0.0281704527262648,0.07010699754556
"13",15,2.02281287814664,1.10940035997667,0.141349242007055,0.00693117307385593,1.32631118487076,-0.0300596395899969,-0.115793498832824
"14",16,1.37423751787072,1.12122873791185,0.106490465236012,0.347506560662916,1.24518196473506,-0.0270395135450831,0.089159865634941
"15",17,1.73533642354067,0.835985705368991,0.0724619028412605,-0.191101720762207,1.24086372597879,-0.0186400734463272,-0.0517084838143962
"16",18,2.60793063443442,0.844916697204403,0.158052666662801,-0.14188148075886,1.10158603684058,-0.0219432526533825,0.35015504663617
"17",19,2.16315835633808,1.0128189012383,0.152830958618427,0.0353680001774462,1.21684593553536,-0.0229837095836912,-0.129046414269628
"18",20,2.29002798547274,0.748683614317054,0.207956085694322,-0.0271902601449331,1.58264993357246,-0.0286546370608512,-0.211558255135511
"19",21,1.90501936742584,0.866062217686749,0.0421764867534563,-0.17361240170127,1.86270764932041,-0.0258002358807776,0.113960496481767
"20",23,1.91644546827253,1.03117280935569,0.0362526513315987,0.0778390433243616,0.801975256604701,-0.0110244591583362,0.0106243119713809
"21",24,2.02502894855397,0.890540932428525,0.22814546121471,0.291549514510756,1.83768594528015,-0.0289469644369354,0.095061372998421
"22",25,2.25745663569251,0.893523802801172,0.1348745943061,-0.0938147493009751,1.41906143884331,-0.00938721349728844,0.214233764844451
"23",26,1.7733150403275,1.05367689101261,0.237546153586322,0.281489080797163,1.00775997535502,-0.0324607138908401,0.217149024321866
"24",27,1.45108162001358,0.854761572277439,0.0841343824826091,-0.224597814380381,1.89104371406311,-0.0284379047184425,-0.0984315905083598
